1	10
2	10
3	10
4	10
5	18
6	17
7	17
8	18
9	37
10	37
11	37
12	37
13	38
14	39
15	44
16	38
17	37
18	37
19	37
20	37
21	39
22	39
23	37
24	39
25	38
26	51
27	38
28	44
29	56
30	38
31	41
32	44
